Unnamed: 0,Norwegian,English
993,å omfatte,"to include, involve; comprise, embrace, cover "
994,syv,seven 
995,usikker,"doubtful, uncertain, insecure"
996,å nekte,to deny
997,øvre,upper 
998,en søknad,"application, petition "
999,perfekt,perfect 
1000,sikkerhet -a,[the] security 
1001,en representant,representative 
1002,mer,more 
1003,et begrep,"comcept, conception; idea, notion"
1004,langs,along
1005,vekk,"away, gone, off "
1006,et forsvar,defense
1007,ei holdning,"carriage, posture"
1008,en konflikt,conflict
1009,ei maskin,engine; machine
1010,nylig,"lately, of late, recently "
1011,en tank,tank 
1012,å stenge,"to close, shut "
1013,et nettsted,"site, internet site "
1014,å sove,"to sleep, be asleep "
1015,vesentlig,substantial 
1016,pen,"pretty, attractive, nice, neat, fine"
1017,et nummer,number
1018,snakk -en/-et,[the] talk 
1019,en drift,"management, operation; bent, inclination"
1020,et argument,argument
1021,en begynnelse,"beginning, start"
1022,ei kone,woman; wife
1023,en journalist,journalist
1024,å dreie,"to rotate, turn, twist"
1025,et prinsipp,principle 
1026,ei lenke,"chain, fetter"
1027,en religion,religion 
1028,å fjerne,"to remove, dismiss, eliminate"
1029,et emne,"subject, topic"
1030,en fred,peace
1031,å kommentere,to give/write a commentary on
1032,en katt,cat
1033,å lete,"to look for, search"
1034,en vestkant,west side 
1035,en muslim,Muslim 
1036,en teori,theory 
1037,nede,"down, below "
1038,et vis,"fashion, manner"
1039,luft -a,[the] air
1040,å hindre,to hinder
1041,oppmerksomhet -a,[the] attention 
1042,å fortjene,"to deserve, merit"
1043,en bevegelse,"motion, movement; agiation, emotion, movement (for a cause)"
1044,å variere,to vary
1045,å dømme,"to convict, pass judgement"
1046,omkring,"round, around, about"
1047,ei ordning,arrangement
1048,ekstrem,extreme
1049,en butikk,"shop, store"
1050,ei økning,"increase, growth "
1051,klær,"clothes, clothing"
1052,en virkelighet,"reality, fact, actuality"
1053,årlig,"annual, yearly"
1054,jord -en,"[the] ground; dirt, earth"
1055,å forlate,"to leave, abandon"
1056,sør,south 
1057,dum,"dumb, stupid"
1058,bortpå,"over at (in, on)"
1059,en professor,professor 
1060,kritisk,critical (in all meanings)
1061,å fordele,"to apportion, distribute"
1062,en banan,banana
1063,annerledes,different
1064,et stykke,piece 
1065,velkommen,welcome 
1066,mars,March; Mars
1067,å understreke,"to stress, emphasize"
1068,ei jakt,"[naut.] sloop; hunt, hunting"
1069,fullstendig,"complete, entire"
1070,løs,loose
1071,omfattende,"comprehensive, wide-ranging "
1072,et inntrykk,impression
1073,å prege,"to stamp, imprint; mark"
1074,et,"a, an (neutral), one"
1075,å medføre,"to bring (along) with, carry; entail"
1076,deilig,"beautiful, lovely; delicious"
1077,å danne,"to form, make, shape, cultivate"
1078,heldigvis,"furtunately, luckily"
1079,Kina,China
1080,et kontor,office
1081,å avgjøre,"to decide, settle; ascertain, make out"
1082,en strategi,strategy 
1083,en kostnad,"cost, expense"
1084,å bestille,to order; do
1085,energi -en,[the] energy
1086,å studere,to study 
1087,innom,"inside, in; at"
1088,å tilpasse,"to adapt, adjust, fit"
1089,å peke,to point 
1090,å stikke,"to prick, stick, stab"
1091,å fiske,"to angle, catch (fish)"
1092,undervisning -a,"[the] education, training, schooling "
1093,ei havn,"harbor, port; docks"
1094,en art,"(inborn) character; kind, nature"
1095,å beholde,"to keep, retain"
1096,neppe,"hardly, scarcely "
1097,en rygg,back; ridge
1098,en gård,farm
1099,britisk,British
1100,en fugl,bird
1101,lønn -en,"[the] payment, return; salary"
1102,en strikk,"elastic, elastic band"
1103,å tvinge,"to force, compel, coerce "
1104,lei,"mean, nasty"
1105,å spare,"to save, save up, spare"
1106,en aktør,actor; participant [obs.]
1107,en institusjon,institution
1108,et formål,"aim, object"
1109,et band,"hand, ribbon"
1110,videregående,"further, more extensive "
1111,en direktør,director
1112,å måle,to measure
1113,ei not,fish net; groove
1114,en vegg,"wall, partition "
1115,å frykte,"to be afraid of, fear"
1116,kunst -en,[the] art
1117,å reagere,"to react, respond "
1118,å innrømme,"to allow, give; admit, concede"
1119,en hverdag,"weekday, working day"
1120,å relatere,to relate 
1121,en eiendom,"possession(s), property"
1122,et sekund,second 
1123,uavhengig,independent 
1124,et ledd,(body) joint; link
1125,et sitat,quotation 
1126,fattig,"poor, humble"
1127,å kutte,to cut
1128,å engasjere,to engage
1129,et flertall,majority; [gram.] plural
1130,å rapportere,to report 
1131,allikevel,"nevertheless, even so, after all"
1132,å spre,"to disperse, scatter, spread"
1133,en konklusjon,conclusion
1134,et tidspunkt,point in time 
1135,å redigere,"to edit, draft"
1136,vold -en,"[the] violence, force "
1137,en opplæring,"training, bringing up, education "
1138,ei ferd,"expedition, journey"
1139,en fylkeskommune,county authority
1140,et nettverk,network 
1141,en ferie,"holidays, vacation"
1142,gul,"yellow, sallow"
1143,kjær,"beloved, dear; precious"
1144,ei leilighet,appartment
1145,en avstand,distance
1146,å påpeke,"to indicate, call attention to, point out "
1147,et spor,"track, groove, slot, notch"
1148,en reaksjon,"reaction, response "
1149,en østkant,east side
1150,et klikk,click; clique
1151,ei plate,"sheet, plate, board "
1152,solid,"solid, strong, robust, sturdy"
1153,ei hytte,"cabin, cottege, summer home"
1154,å angripe,"to assault, attack; affect (e.g. by disease)"
1155,ei utgave,"edition, issue, version, release "
1156,frihet -a,[the] freedom
1157,å forandre,"to change, alter, modify"
1158,å savne,"to lack, be without, want "
1159,en suksess,success
1160,etterpå,"after, afterwards"
1161,en motor,"engine, motor"
1162,å anse,"to consider, deem, regard "
1163,rolig,"quiet, calm"
1164,altfor,"too, much too"
1165,å tyde,"to interpret, decipher "
1166,å oppfordre,"to ask, call on"
1167,en kontrakt,contract
1168,et unntak,exception 
1169,en detalj,detail
1171,å dø,to die
1172,å kontrollere,"to  check, inspect; control"
1173,en posisjon,position 
1174,igjennom,through
1175,ei sol,sun
1176,hår -et,[the] hair
1177,et budsjett,budget
1178,streng,"strict, stern "
1179,et øyeblikk,"moment, blink of the eye "
1180,å hoppe,"to hop, jump"
1181,å more,"to amuse, entertain "
1182,et slag,"blow, hit, stroke"
1183,å laste,"to blame, censure"
1184,et anlegg,"construction, founding, start"
1185,dog,"[archaic] nevertheless, still, yet"
1186,å overta,"to take over, undertake "
1187,å løpe,"to run; glide, slide"
1189,vanligvis,"generally, usually"
1190,et bidrag,contribution
1191,en mamma,mamma
1192,respekt -en,"[the] respect, esteem "
1193,åtte,eight
1194,en bolig,"abode, dwelling"
1195,hundre,hundred
1196,nærhet -a,"[the] nearness, vicinity"
1197,å oppfatte,"to comprehend, apprehend, perceive "
1198,å tilhøre,"to belong to, be a member of "
1199,å akseptere,to accept; honor (bill of exchange)
1200,psykisk,"mental, psychic "
1201,en beskjed,"information, instructions, message, answer"
1202,en advokat,lawyer; advocate (of a cause)
1203,å bry,"to bother, trouble"
1204,ei innstilling,"adjustment, focus, tuning; attitude"
1205,diverse,"divers, various"
1206,en skog,forest 
1207,et trykk,"press, pressure, thrust"
1208,en dom,cathedral; judgement
1209,å ri,"to ride, sit astride"
1210,grunnleggende,"basic, fundamental"
1211,engang,"once, at one time; some day"
1212,gøy,fun
1213,en sjef,"leader, head, chief "
1214,å forsvare,to defend; justify
1215,indre,"inner, interior"
1216,frivillig,"of one's free will, voluntary"
1217,en forutsetning,"assumption, supposition, condition"
1218,ei datter,daughter
1219,å presse,"to press, force, squeeze"
1221,en brann,"burning; fire, glow, heat"
1222,tøff,tough 
1223,å lykkes,to succeed
1224,et angrep,"attack, charge; assault"
1225,å fokusere,to focus one's attention on
1226,avgjørende,"conclusive, decisive, final"
1227,ei utstilling,"display, exhibit, show"
1228,en veranda,veranda
1229,en finger,finger
1230,individuell,individual
1231,et utland,"foreign country, abroad "
1232,å lagre,"to store; mature, season"
1233,en samtale,conversation
1234,å beskytte,"to protect, shelter, be patron of, patronize"
1235,å erstatte,to compensate
1236,automatisk,automatic
1237,umiddelbar,"immediate, direct, spontaneous"
1238,et kvartal,quarter (of a year); (city) block
1239,en mage,"bowels, stomach; abdomen"
1240,seriøs,serious 
1241,en vilje,"will, wish; willpower; willingness"
1242,et fylke,county
1243,ei greie,"affair, business, matter"
1244,fransk,French
1245,ei bikkje,"dog, mutt"
1246,en uttalelse,"pronouncement, declaration; opinion"
1247,et dokument,"document, deed, instrument"
1248,å skremme,"to frighten, scare"
1249,jevn,"even; level, plane; ordinary"
1250,liksom,"somehow, sort of"
1251,en smak,taste 
1252,en produsent,producer 
1253,å smile,to smile 
1254,en fest,"banquet, celebration"
1255,en konferanse,conference
1256,en eier,owner
1257,et utslipp,"spill, effluent, discharge, emission"
1258,et oppdrag,"task, duty, commission "
1259,sannsynligvis,probably 
1260,dobbel,"double, twofold "
1261,å foreligge,to be at hand
1262,en tradisjon,tradition 
1263,forsiktig,"careful, cautious, prudent"
1264,relevant,"relevant, meaningful "
1265,utenlandsk,foreign 
1266,forresten,"anyway, besides"
1267,å skifte,"to switch, change "
1269,å befinne,[obs.] to find
1270,en fot,foot
1271,ei forskrift,"precept, rule, regulation, copy"
1272,å sitere,"to quote, cite, quote passages "
1273,statlig,"governmental, public "
1274,å bringe,"to bring, fetch, take, bring about, cause"
1275,en mangel,"lack, shortage; defect"
1276,å bekymre,"to trouble, worry"
1277,gym -men,"[the] gym, P.E., sixth form college, high school"
1278,å undersøke,"to examine, investigate"
1279,en soldat,soldier 
1280,å oppgi,"to state, give "
1281,å utnytte,"to exploit, utilize "
1282,et design,design 
1283,motsatt,"opposite, contrary, reverse"
1284,en drøm,dream
1285,en munn,mouth 
1286,religiøs,devotional; religious 
1287,et felt,"field, area"
1288,en artist,"performer (in circus, variety); [lit.] artist (=kunstner)"
1289,å anta,"to assume, presume; accept, approve; adopt, embrace"
1290,blå,blue
1291,ei forklaring,explanation
1292,å nærme,"to bring near, draw near "
1293,ei forside,"front, face, front page"
1294,en sønn,son 
1295,en dommer,judge; referee
1296,typisk,typical
1297,å prioritere,to prioritize 
1298,å bevege,"to move (stir, affect); persuade"
1299,en arbeidsplass,workplace 
1300,en sektor,sector 
1301,å leke,to play
1302,en eksamen,examination
1303,en analyse,analysis
1304,å utarbeide,"to prepare, work out, draw up, make up"
1305,offisiell,official 
1306,nydelig,attractive 
1307,å skjule,"to hide, conceal, obscure "
1308,et håp,hope
1309,å definere,to define
1310,en legg,"calf, lower leg; (stocking, trouser) leg"
1311,ei oppfatning,"comprehension, apprehension, interpretation"
1312,ei bygning,"building, house; structure"
1313,et hav,sea; ocean; handle
1314,å brenne,"to burn, set fire to"
1315,ei synd,sin 
1316,en pause,"break, pause, respite "
1317,en beskrivelse,description
1318,å koble,to tie up; link
1319,en bestemmelse,"decision, resolution, destiny"
1320,sunn,healthy 
1321,et vindu,window 
1322,dit,"(to) there, thither"
1323,en bror,brother
1324,en hendelse,"event, happening"
1325,en medisin,medicine
1326,forbi,"past, beyond, by"
1327,en runde,"round, beat, turn, lap "
1328,en stil,style 
1329,merkelig,"remarkable, notable "
1330,en bunn,"bottom (glass, lake, ship, etc.); (back)ground"
1331,kommunal,"civic, local, municipal, town"
1332,ytre,"outward, exterior, external "
1333,en kategori,category
1334,å avsløre,"to unveil; disclose, finish"
1335,rund,"round, circular, globular "
1336,en halvpart,half
1337,å felle,"to moult, shed, cut down, fell"
1338,å tåle,"to tolerate, bear"
1339,et kart,"map; chart; agenda; list; gnarl, knot"
1340,snill,"nice, good-natured"
1341,å lange,"to reach; hand, pass"
1342,mobil,"active, mobile "
1343,ære -a,[the] era
1344,innsendt,contribution
1345,å blande,"to mix, shuffle"
1346,ekte,"legitimate, genuine"
1347,stolt,proud 
1348,en høgskole,technical school of university rank
1349,nødvendigvis,necessarily 
1350,å rente seg,to yield interest
1351,et departement,department
1352,nordisk,"northern, Nordic "
1353,et kjønn,sex; [gram.] gender
1354,å forutsette,"to assume, presuppose"
1355,en dato,date
1356,en innbygger,"inhabitant, citizen "
1357,en tilstand,"state, condition, situation"
1358,en skuespiller,actor 
1359,ei seng,bed 
1360,å tulle,"to roll, bundle, tumble; fool around"
1361,søt,sweet; nice
1362,ei veiledning,"advice, guidance"
1363,en arm,"arm (of person, ape, chair, etc.); [pop.] sleeve"
1364,å nyte,"to enjoy, have "
1365,å servere,to serve
1366,trist,"gloomy, dismal, sad"
1367,en sleng,"swing, toss "
1368,et signal,signal 
1369,en rein,boundary strip 
1370,kjedelig,"boring, dull"
1371,en last,burden; blame
1372,en mikrofon,microphone 
1373,ei stjerne,star 
1374,en sannhet,truth
1375,en statsminister,prime minister
1376,en smerte,"pain; affliction, grief "
1377,ei kule,hall; globe; bullet
1378,et fengsel,"jail, penitentiary, prison"
1379,en ettermiddag,late afternoon and early evening
1380,nøye,"close, strict, careful"
1381,en overgang,"transition, crossing, passage"
1382,å forholde,[obs.] (improperly) withhold
1383,et blad,leaf; blade; page; sheet
1384,et kapittel,chapter; subject
1385,et element,element
1386,et rykte,"rumour, reputation, report"
1387,ei forventning,expectation
1388,en skolegård,"playground, schoolyard "
1389,elektronisk,electronic
1390,en sjø,"sea, ocean; lake "
1391,alkohol -en,[the] alcohol
1392,data -en/-et,[the] data
1393,en egenskap,"characteristic, property"
1394,fremfor,"before, above, beyond "
1395,villig,"willing, ready"
1396,en kar,man
1397,litteratur -en,[the] literature
1398,en påstand,"statement, claim, assertion"
1399,et perspektiv,perspective 
1400,å le,to laugh
1401,blod -et,[the] blood
1402,ei problemstilling,problem to be addressed
1403,heldig,fortunate; advantageous
1404,såpass,"enough, this much"
1405,ei samling,"gathering, collection "
1406,tydeligvis,"evidently, obviously "
1407,et verk,"works, plant, mill"
1408,kvinnelig,feminine
1409,å feire,to celebrate; pay homage
1410,ei elv,"river, stream"
1411,tilstrekkelig,"sufficient, enough"
1412,muligens,possibly 
1413,en lek,"[dial.] link; play, contest, game"
1414,vin -en,[the] wine; vine
1415,intern,internal
1416,ei kjerring,old woman (esp. married)
1417,å score,"to score, shoot "
1418,Italia,Italy
1419,vennlig,"kind, friendly "
1420,en faktor,"factor, element"
1421,en kandidat,candidate; graduate
1422,å fremstå,"to stand out, appear as "
1423,en besteforelder,grandparent 
1424,et arrangement,arrangement
1425,en kjæreste,"beloved, friend, lover, sweetheart"
1426,ni,nine 
1427,et blikk,"glance, look; eye, understanding"
